Q20051142,Q81753
Q1201587,Q925847
Q1877492,Q32067865
Q1619918,Q32296272
Q1019900,Q516707
Q926262,Q32627392
Q32627392,Q8198
Q1653316,Q93291
Q822012,Q32028971
Q1742417,Q6313
Q14255136,Q32056406
Q1511953,Q14954
Q31300281,Q558498
Q21039855,Q10453
Q2120997,Q6272
Q1565912,Q225621
Q225621,Q6218
Q21039653,Q10440
Q1958682,Q163772
Q163772,Q6249
Q1342279,Q182938
Q22694325,Q20233
Q31541960,Q509580
Q22692330,Q502445
Q1739796,Q11136
Q1622353,Q8552
Q148372,Q8575
Q1974136,Q700669
Q818150,Q11052
Q1593462,Q58456
Q2416466,Q32750
Q32750,Q6218
Q47156517,Q61632
Q2339629,Q10456
Q1339590,Q32276176
Q2518346,Q8856
Q579260,Q7084
Q851078,Q32054927
Q1824256,Q32246439
Q1493958,Q31969977
Q47520104,Q32056901
Q1887998,Q11052
Q896173,Q6214
Q1237045,Q57908
Q15056492,Q542788
Q32097786,Q64
Q974597,Q254171
Q254171,Q6287
Q189037,Q10497
Q1589383,Q10412
Q355918,Q6092
Q1382074,Q32041969
Q2010877,Q57801
Q1803859,Q542606
Q906581,Q523709
Q2530480,Q245466
Q893852,Q168646
Q815985,Q263974
Q1474246,Q31945089
Q1344592,Q70998
Q857878,Q552236
Q2147435,Q12472
Q12472,Q6287
Q15063043,Q17122
Q2202961,Q503273
Q1739954,Q630344
Q630344,Q7887
Q1607644,Q32122863
Q810337,Q503640
Q1546530,Q504648
Q48922596,Q81702
Q22692264,Q10451
Q1818408,Q53904
Q14537013,Q504019
Q504019,Q10451
Q1332235,Q10442
Q1721727,Q11038
Q1668585,Q8697
Q8697,Q6313
Q1795311,Q182286
Q35387677,Q1206
Q1158316,Q6961
Q1890726,Q10453
Q1746831,Q6295
Q1746379,Q7025
Q16830464,Q31870410
Q187569,Q527998
Q1547917,Q6045
Q1282770,Q11046
Q2576148,Q32749678
Q1171149,Q16082
Q81046801,Q3004
Q337736,Q3150
Q1425869,Q5913
Q1523571,Q453
Q1398147,Q259795
Q883891,Q387346
Q1302824,Q31976703
Q15134359,Q10419
Q48557488,Q83153
Q1623711,Q70990
Q1668621,Q31877303
Q1300395,Q6961
Q1279757,Q10454
Q1359663,Q57933
Q1535409,Q10751
Q2526306,Q2112
Q818460,Q6823
Q2245624,Q32248231
Q3512,Q32051501
Q1737386,Q523709
Q2501395,Q10526
Q26932979,Q2154544
Q1650689,Q625232
Q1808276,Q199968
Q1699967,Q3132
Q48704771,Q31971049
Q18630014,Q10451
Q1740835,Q494702
Q494702,Q10417
Q2549410,Q32518619
Q2143974,Q82724
Q1149352,Q536765
Q824470,Q503671
Q1805050,Q3750
Q1300640,Q8601
Q1524924,Q3959
Q48703110,Q505955
Q505955,Q8221
Q1796381,Q61717
Q979037,Q39791
Q39791,Q6181
Q1619825,Q263974
Q771869,Q32028142
Q1472997,Q533826
Q893910,Q163693
Q1615315,Q11039
Q1278688,Q565504
Q1625524,Q6755
Q1405807,Q585043
Q1694860,Q2758
Q1589053,Q6149
Q797473,Q32092337
Q1562173,Q585043
Q1347813,Q2112
Q722601,Q7861
Q613194,Q31899697
Q2452168,Q516599
Q1367123,Q516500
Q516500,Q7916
Q1719408,Q578539
Q19963187,Q552231
Q2137308,Q10453
Q1824669,Q32244519
Q47156486,Q61632
Q2259083,Q253940
Q18028960,Q334746
Q334746,Q8200
Q1615851,Q32192592
Q1790248,Q542824
Q1784239,Q32661814
Q1808665,Q32057882
Q2530216,Q503273
Q1517497,Q82724
Q2136560,Q242195
Q2099389,Q7507
Q15106662,Q542892
Q740947,Q622391
Q2444274,Q32752238
Q2439280,Q2439283
Q2439283,Q383184
Q2498068,Q199988
Q1451742,Q8783
Q8783,Q6313
Q302114,Q32028851
Q1558155,Q182857
Q1402701,Q8606
Q16059615,Q3138
Q19963315,Q552231
Q1770852,Q3791
Q1587087,Q12444
Q1533643,Q636767
Q636767,Q2970
Q1655481,Q7872
Q42308622,Q506943
Q886217,Q520054
Q2496619,Q4181
Q1479860,Q32247155
Q1675389,Q32058340
Q1601684,Q71009
Q1514958,Q32067967
Q1234509,Q7888
Q35309662,Q1197
Q28736951,Q572419
Q2011444,Q32021675
Q1485835,Q502610
Q18018504,Q32064482
Q1959023,Q3973
Q818091,Q10906
Q2141262,Q31897966
Q1397115,Q32067969
Q2177050,Q202377
Q332520,Q11050
Q1366711,Q31994802
Q50711,Q32753336
Q26483242,Q10442
Q20646059,Q32513693
Q1421575,Q627440
Q188127,Q5839
Q1546080,Q6961
Q1469872,Q31901425
Q1786995,Q10455
Q1020968,Q503145
Q15052213,Q32062915
Q1453500,Q32596757
Q806877,Q628406
Q437639,Q641014
Q47501707,Q31875612
Q1604543,Q681262
Q1313525,Q1794
Q1773962,Q8697
Q42894456,Q32244519
Q1496329,Q6308
Q16866844,Q10482
Q1604524,Q253185
Q15944825,Q181673
Q47015232,Q10458
Q1618893,Q503079
Q2379589,Q31975594
Q400137,Q573599
Q16059393,Q543497
Q32100925,Q985
Q2146502,Q502441
Q33224126,Q243206
Q2011399,Q558498
Q1751874,Q507854
Q1345550,Q3952
Q3952,Q6337
Q1755320,Q10420
Q1390723,Q32174942
Q1147,Q32051501
Q1589756,Q31897356
Q1002644,Q32729223
Q1823368,Q32052626
Q2396812,Q10427
Q15843967,Q32760937
Q1726288,Q33729248
Q33729248,Q6301
Q25158399,Q32064482
Q160601,Q81736
Q996855,Q3959
Q699441,Q183052
Q1621889,Q502893
Q758317,Q33728299
Q2503358,Q492366
Q2011440,Q10427
Q814515,Q31987228
Q2246591,Q505433
Q1156754,Q603658
Q1915658,Q7084
Q1885604,Q10442
Q48977850,Q31897941
Q31897941,Q8230
Q663097,Q570077
Q570077,Q7901
Q25392784,Q6022
Q1591121,Q10522
Q811217,Q32414492
Q15790533,Q8191
Q2568238,Q32749200
Q1358628,Q241235
Q1254423,Q71030
Q25158467,Q10451
Q1987918,Q4074
Q16855570,Q1194
Q1021726,Q10449
Q1604829,Q32088745
Q1630587,Q253419
Q1626502,Q8720
Q21012613,Q31899697
Q2566319,Q16125
Q19980345,Q61724
Q1514009,Q10898
Q437016,Q32296272
Q47006957,Q555618
Q15052414,Q204793
Q204793,Q6264
Q28777572,Q504499
Q2541938,Q10760
Q32227136,Q980
Q49283483,Q558103
Q19672430,Q6308
Q48321,Q10418
Q2159698,Q32010219
Q1770569,Q204860
Q1374827,Q32753791
Q1717174,Q565534
Q47520114,Q533840
Q533840,Q8193
Q1552972,Q3973
Q1586294,Q504019
Q1263411,Q6313
Q2593926,Q3852
Q2015109,Q32721694
Q971256,Q32254777
Q15792943,Q33728453
Q1298076,Q2909
Q15737025,Q32021675
Q1795449,Q6961
Q26846549,Q10526
Q203750,Q32296337
Q2593933,Q3852
Q140340,Q32728777
Q1471746,Q7882
Q31354435,Q10530
Q1729054,Q32179760
Q1785482,Q11038
Q1604852,Q552797
Q2252473,Q204860
Q1548569,Q168646
Q35422850,Q1198
Q30327548,Q504746
Q504746,Q10493
Q1593866,Q7036
Q1257829,Q57921
Q1285453,Q504914
Q1522977,Q3874
Q1742394,Q31877303
Q2555386,Q72977
Q2239579,Q2948
Q2154196,Q240887
Q1392051,Q254458
Q1243477,Q6022
Q2036158,Q2880
Q1718980,Q2107
Q15057177,Q649782
Q18018808,Q559161
Q2175579,Q82279
Q2380030,Q8693
Q8693,Q6313
Q19259123,Q3931
Q41550994,Q574455
Q1248352,Q32063077
Q18631134,Q639088
Q1747972,Q10944
Q1364308,Q31881424
Q32511655,Q1199
Q21039509,Q583171
Q21038986,Q10412
Q1795657,Q534766
Q365234,Q93233
Q2125576,Q182857
Q189399,Q32762046
Q1800778,Q3905
Q3905,Q6214
Q21601162,Q10929
Q759812,Q44500
Q1250533,Q2758
Q2340095,Q567036
Q567036,Q5958
Q198554,Q506838
Q891116,Q622891
Q160855,Q93228
Q93228,Q571947
Q1524787,Q8596
Q1368635,Q2066
Q819726,Q11058
Q2171529,Q627722
Q160941,Q93248
Q15080303,Q11340
Q17353664,Q163966
Q814815,Q32752602
Q1315958,Q32513607
Q32513607,Q6328
Q1158610,Q555430
Q2342557,Q183
Q2444296,Q311539
Q2568242,Q32757840
Q1147316,Q689809
Q2099491,Q31999807
Q1959301,Q529428
Q1508717,Q10454
Q1469633,Q31954134
Q1507947,Q32741775
Q1477815,Q539741
Q1302464,Q518398
Q1566462,Q550872
Q25158374,Q8554
Q32843478,Q10469
Q1016060,Q10420
Q2523873,Q581753
Q581753,Q6139
Q203753,Q585601
Q2013660,Q80496
Q2380038,Q240887
Q18020714,Q3117
Q1296597,Q53911
Q1450321,Q32092337
Q1605626,Q7864
Q1628214,Q32047493
Q1796371,Q11049
Q32215302,Q1196
Q1579548,Q3949
Q2634469,Q10421
Q31348723,Q634956
Q17521515,Q14833
Q8945,Q31975594
Q1447365,Q502646
Q1946988,Q31873233
Q864045,Q504553
Q168765,Q32284249
Q811322,Q32068776
Q32068776,Q8518
Q1121566,Q6696
Q1590518,Q32762778
Q647477,Q183483
Q18029344,Q31953659
Q25158464,Q259444
Q28777569,Q504499
Q2569420,Q474475
Q1478509,Q504544
Q1431177,Q1432
Q1711186,Q8593
Q15056566,Q10415
Q1631546,Q254649
Q1958149,Q16043
Q1313931,Q11043
Q33437195,Q61827
Q1745982,Q576592
Q1185759,Q10491
Q1095563,Q225120
Q225120,Q6218
Q1748497,Q262961
Q262961,Q2917
Q15851685,Q83131
Q83131,Q8520
Q1572780,Q505766
Q505766,Q10418
Q15123312,Q31924019
Q8955,Q31975594
Q886198,Q32764966
Q915117,Q6842
Q15630498,Q32293144
Q1540628,Q32730725
Q15843517,Q2876
Q1532536,Q32147729
Q25158441,Q10427
Q1637340,Q26344
Q1181479,Q10455
Q1958652,Q520347
Q1776450,Q160405
Q1538647,Q31975594
Q15703262,Q32765179
Q1868119,Q11323
Q1622372,Q11052
Q1363143,Q32762414
Q1562961,Q6111
Q1805041,Q11102
Q17319737,Q557718
Q28974733,Q688063
Q688063,Q2909
Q18333288,Q61724
Q811330,Q7866
Q2567829,Q548650
Q227249,Q31987228
Q19963082,Q32752658
Q151448,Q2758
Q1876731,Q14876
Q1469660,Q488346
Q1821678,Q10445
Q1332576,Q527998
Q800711,Q31987228
Q31517066,Q10402
Q2106647,Q32085191
Q30511283,Q4048
Q1609619,Q7866
Q19284593,Q5913
Q1623655,Q582023
Q22691344,Q32440809
Q1952690,Q2910
Q15945139,Q32067887
Q774630,Q10451
Q1920490,Q33159408
Q15853988,Q10453
Q819636,Q32749905
Q2239556,Q32092337
Q904731,Q621469
Q440724,Q32752658
Q1341053,Q183404
Q35359993,Q1205
Q2130024,Q621464
Q1757283,Q32513582
Q1610103,Q16006
Q29650190,Q8203
Q1548089,Q32730725
Q1781584,Q32419859
Q32419859,Q8536
Q32843466,Q622139
Q15852154,Q10417
Q450682,Q254649
Q891418,Q32280907
Q2010408,Q32664319
Q20633,Q1194
Q1979306,Q503596
Q42321563,Q10449
Q1355515,Q32067967
Q1405008,Q583070
Q757954,Q32753543
Q2452825,Q31975594
Q759284,Q39781
Q39781,Q6805
Q2380021,Q32750112
Q15649145,Q32247155
Q18335748,Q8551
Q1489320,Q10893
Q1313577,Q57997
Q1736775,Q6149
Q19569948,Q10427
Q160760,Q93248
Q1374714,Q254649
Q21039784,Q529947
Q30667364,Q1197
Q319379,Q32067943
Q1779676,Q32091799
Q2356738,Q4181
Q2455470,Q14817
Q1323552,Q205860
Q1567735,Q10491
Q998479,Q8574
Q1014827,Q32752729
Q19834471,Q32236224
Q1000707,Q16086
Q26254970,Q504762
Q26836878,Q160758
Q1658435,Q531908
Q189646,Q621212
Q2560030,Q33729223
Q20180491,Q504762
Q18029735,Q26461
Q1519499,Q82911
Q2583462,Q540743
Q1525642,Q11038
Q865138,Q204793
Q1109887,Q32753791
Q1694567,Q8788
Q1325041,Q4181
Q1753104,Q564827
Q1539999,Q32624962
Q32624962,Q8522
Q16295517,Q259444
Q1409762,Q491743
Q1625526,Q4108
Q1488897,Q10489
Q2123532,Q555894
Q555894,Q2909
Q10780109,Q10903
Q1182860,Q32765301
Q1638366,Q11052
Q1715510,Q282355
Q1275086,Q243526
Q992015,Q628667
Q20245932,Q10516
Q14088962,Q32753108
Q864101,Q3994
Q1868756,Q32051501
Q2592545,Q32063875
Q1207164,Q32750655
Q1973682,Q32121022
Q15131990,Q2876
Q809812,Q624862
Q2249073,Q10456
Q1625207,Q2904
Q1777962,Q572873
Q2543084,Q32121022
Q2143169,Q11047
Q428622,Q32121022
Q1671415,Q582780
Q547299,Q3758
Q1917281,Q93240
Q2529809,Q628667
Q980756,Q14946
Q1617502,Q32178835
Q31939527,Q703023
Q2342466,Q242458
Q191662,Q199974
Q1357428,Q559728
Q1911004,Q269010
Q15407759,Q71041
Q15107958,Q550261
Q1493275,Q32031686
Q2531436,Q498078
Q15057338,Q32055766
Q2238488,Q32054927
Q2648418,Q621847
Q1250725,Q1295
Q1643543,Q10976
Q10976,Q6298
Q1496293,Q31902918
Q2340792,Q503773
Q2309080,Q255416
Q815905,Q242149
Q39446873,Q10427
Q18692585,Q32074
Q1301120,Q57736
Q57736,Q6339
Q13965501,Q10439
Q773302,Q559432
Q1551444,Q32055426
Q1572313,Q11058
Q1310726,Q11052
Q1921820,Q505147
Q1463280,Q32721694
Q1537140,Q5573
Q992517,Q204860
Q1244023,Q32094337
Q1466392,Q628981
Q19968083,Q11301
Q33400383,Q1197
Q1974559,Q632715
Q632715,Q2909
Q2362403,Q10944
Q1250674,Q1295
Q893995,Q32233936
Q2011418,Q11050
Q24256697,Q662130
Q1958451,Q32060177
Q15108480,Q20267
Q1271963,Q14954
Q20851071,Q572715
Q572715,Q10440
Q23560651,Q636632
Q636632,Q6132
Q1514337,Q572242
Q33195298,Q1197
Q1322886,Q7866
Q15133293,Q10408
Q1659980,Q11043
Q432815,Q14888
Q21032321,Q313800
Q313800,Q10412
Q1322978,Q14825
Q30679543,Q10952
Q2203893,Q11301
Q32065823,Q1197
Q366023,Q538110
Q1566792,Q11050
Q32092970,Q32174758
Q1043351,Q156768
Q1726573,Q490689
Q1545545,Q7888
Q1560193,Q33723682
Q938053,Q32233936
Q436744,Q241655
Q15134674,Q10482
Q19963243,Q31924019
Q1406135,Q32030131
Q1701768,Q10958
Q1513775,Q1130
Q1021730,Q5398
Q1603204,Q241866
Q1542252,Q81756
Q1325506,Q182857
Q1751974,Q3852
Q48196317,Q11301
Q2639224,Q10528
Q878096,Q4074
Q16832856,Q32663199
Q1827905,Q14912
Q44939213,Q6149
Q2542576,Q640603
Q1250708,Q1295
Q1875452,Q32751629
Q41853857,Q10449
Q326370,Q8557
Q22693387,Q6308
Q20820144,Q32391702
Q218580,Q31999807
Q1244643,Q138356
Q138356,Q10504
Q1417284,Q32092337
Q1620688,Q516707
Q45745941,Q14810
Q2639551,Q32531494
Q32531494,Q8230
Q14223408,Q636632
Q358449,Q1197
Q49291743,Q531856
Q531856,Q10474
Q1283443,Q32062217
Q20180403,Q31606
Q31606,Q10541
Q2567469,Q225794
Q2290701,Q506887
Q2365091,Q10418
Q1958138,Q628667
Q1568851,Q6040
Q15162168,Q2917
Q1250711,Q1295
Q2346050,Q504585
Q1745129,Q10903
Q2444289,Q32517986
Q29909129,Q8838
Q1564972,Q253940
Q1405135,Q32747968
Q1535146,Q5973
Q1415137,Q1718
Q2011500,Q10427
Q14912794,Q50928
Q1601241,Q15474520
Q1585492,Q2865
Q57625425,Q628355
Q1497751,Q31921320
Q894910,Q32067882
Q32067882,Q3069
Q1034547,Q14923
Q14923,Q6210
Q851094,Q82279
Q1750729,Q2758
Q18340058,Q557746
Q2010335,Q253940
Q18026351,Q502636
Q1723640,Q32067931
Q893987,Q225375
Q225375,Q6218
Q2593914,Q968
Q1322477,Q83151
Q83151,Q8520
Q1609717,Q32531494
Q1231661,Q31897765
Q31897765,Q7166
Q1767680,Q31993930
Q1303113,Q10427
Q2271712,Q32741874
Q894217,Q486551
Q31789563,Q523245
Q808275,Q183404
Q25158538,Q245438
Q1651950,Q12434
Q1617330,Q6149
Q21013616,Q32760689
Q1242422,Q3150
Q429344,Q509069
Q54859040,Q256518
Q1499755,Q32753447
Q815791,Q534139
Q534139,Q8223
Q1585145,Q11052
Q866370,Q571778
Q28344674,Q10439
Q12312995,Q32067909
Q2168307,Q60556
Q18325535,Q10405
Q2534901,Q32680380
Q44080563,Q14936
Q1458702,Q32206838
Q32206838,Q32067962
Q32067962,Q1197
Q1534368,Q14863
Q14863,Q6234
Q1521118,Q57944
Q827613,Q14821
Q1724349,Q6715
Q863848,Q32091050
Q682583,Q10551
Q1810,Q32051501
Q191445,Q10958
Q391177,Q11045
Q689854,Q32017434
Q245148,Q3150
Q882652,Q6896
Q6896,Q6218
Q1746971,Q559624
Q1301381,Q622136
Q257147,Q2066
Q1360989,Q32661814
Q2167089,Q555085
Q555085,Q2975
Q1143993,Q6308
Q15128139,Q629403
Q15119278,Q32517986
Q1276592,Q6961
Q1019960,Q31910953
Q1814,Q32051501
Q4741835,Q32063123
Q920467,Q162717
Q22693294,Q32092389
Q1821638,Q8720
Q1913759,Q8205
Q1398711,Q32280626
Q28124875,Q8517
Q1951721,Q622164
Q1433559,Q241048
Q1546774,Q8245
Q817897,Q3943
Q1276982,Q509580
Q1540055,Q32730731
Q24505360,Q32419859
Q1256405,Q32752702
Q2584016,Q503079
Q813743,Q61717
Q1404995,Q583555
Q31353340,Q7882
Q1235468,Q557658
Q2475296,Q32253332
Q989619,Q32060322
Q2151986,Q503467
Q205138,Q31877303
Q1494987,Q32183151
Q1355915,Q10421
Q20828909,Q636566
Q636566,Q6109
Q2055464,Q16043
Q1572480,Q621450
Q1367485,Q32753672
Q1280120,Q4181
Q1896540,Q504774
Q1504826,Q10451
Q9261540,Q32010766
Q1626534,Q538635
Q22059427,Q182131
Q182131,Q10439
Q1493737,Q49431
Q2144969,Q10887
Q18627963,Q533700
Q1321343,Q622202
Q622202,Q7898
Q1619750,Q32226535
Q1610047,Q11039
Q2538346,Q369899
Q1021846,Q7088
Q2160993,Q8606
Q1183425,Q4181
Q740247,Q3117
Q247894,Q7884
Q2249046,Q32729223
Q1604660,Q11040
Q448824,Q2809
Q2809,Q2839
Q1796794,Q8585
Q1402217,Q32664001
Q2034979,Q2760
Q1527166,Q80475
Q80475,Q8189
Q1019825,Q242149
Q2268260,Q10427
Q2360795,Q32092337
Q1652264,Q10455
Q1591107,Q32067793
Q2555121,Q32664001
Q892002,Q516707
Q2152263,Q82197
Q28791180,Q504499
Q2135747,Q11145
Q22341737,Q32669887
Q1414465,Q10420
Q1585296,Q694316
Q1567230,Q3978
Q1429078,Q7882
Q16832838,Q31870410
Q2252876,Q50889
Q18022695,Q33729074
Q21282200,Q32760937
Q1270998,Q16032
Q1616460,Q7888
Q1573037,Q570286
Q1309263,Q32748719
Q26836862,Q160758
Q1338554,Q31919349
Q1657964,Q559595
Q559595,Q5934
Q1258569,Q31987379
Q2108010,Q31885009
Q1095344,Q1295
Q2153622,Q183404
Q819246,Q11047
Q831072,Q509155
Q810760,Q6896
Q869649,Q3936
Q1644765,Q32018022
Q1613468,Q11039
Q1367211,Q200068
Q200068,Q6275
Q25158491,Q8583
Q30781751,Q6858
Q1429141,Q164458
Q19259771,Q10483
Q1352413,Q8720
Q2790821,Q2611974
Q883426,Q2974
Q2974,Q6257
Q1406421,Q925847
Q1348536,Q32475796
Q19829381,Q2885796
Q2420374,Q10454
Q2493481,Q10449
Q2133586,Q31920486
Q1956573,Q204919
Q1593018,Q61717
Q14912883,Q10451
Q1281833,Q57951
Q1388359,Q32752354
Q2100645,Q8245
Q1319279,Q627571
Q1739967,Q7871
Q32751387,Q5907
Q17521553,Q252466
Q1299618,Q501683
Q2168727,Q516330
Q1368614,Q2066
Q2303456,Q32006085
Q1987837,Q6961
Q1021560,Q427153
Q427153,Q10454
Q1299793,Q11145
Q1452079,Q200068
Q1825350,Q32759636
Q25158383,Q8191
Q326329,Q3922
Q1625562,Q569668
Q122175,Q621466
Q835962,Q4074
Q1550033,Q7879
Q814090,Q624100
Q624100,Q6178
Q1305987,Q31924019
Q20181295,Q504762
Q1567402,Q10949
Q1301585,Q660201
Q18286720,Q32762046
Q18020172,Q3075
Q2135715,Q14917
Q808242,Q2975
Q799958,Q32701576
Q32701576,Q6142
Q1021841,Q182753
Q19968074,Q10906
Q47501764,Q32749424
Q32749424,Q8206
Q2146564,Q14853
Q19672321,Q6308
Q2649349,Q6961
Q19285657,Q3802
Q467867,Q163012
Q15125856,Q523956
Q19284590,Q3931
Q199292,Q3989
Q15112169,Q61925
Q18333782,Q544878
Q544878,Q6152
Q999737,Q6181
Q2011298,Q634208
Q1722656,Q31897916
Q1498756,Q11040
Q1397269,Q2865
Q1795354,Q3963
Q22083603,Q355402
Q32093435,Q705713
Q1271708,Q4181
Q1248613,Q31999949
Q31999949,Q8178
Q1278271,Q32414237
Q1774173,Q539659
Q539659,Q8518
Q472948,Q243554
Q243554,Q6246
Q27479061,Q32184521
Q1667729,Q7025
Q1252653,Q2066
Q1530118,Q371702
Q1821830,Q32027462
Q32751183,Q980
Q1800578,Q81722
Q21931693,Q5398
Q1301966,Q6961
Q1272575,Q241450
Q21404590,Q61912
Q1926480,Q182857
Q1004171,Q504334
Q1352539,Q628667
Q1548006,Q10427
Q915248,Q6068
Q24704108,Q10427
Q2016510,Q6040
Q23559805,Q8554
Q2042670,Q32050684
Q1474374,Q33729223
Q2010982,Q7906
Q1958330,Q31997011
Q1746230,Q32193058
Q1356805,Q31999807
Q1624160,Q31917795
Q19279155,Q8574
Q23560492,Q10427
Q1674301,Q2758
Q20058323,Q572644
Q572644,Q10440
Q1900630,Q7887
Q438881,Q32047493
Q49291850,Q281313
Q1959124,Q567010
Q620891,Q11050
Q1824250,Q647588
Q954993,Q32753108
Q2141669,Q701014
Q1897682,Q32068298
Q2096566,Q559595
Q1592241,Q32750655
Q2166852,Q2948
Q1447556,Q506541
Q506541,Q10497
Q1464204,Q490449
Q1625459,Q7888
Q2569336,Q4048
Q1980670,Q6308
Q1454099,Q32513582
Q885362,Q242458
Q15058094,Q255416
Q1959048,Q558631
Q2597103,Q11045
Q437432,Q10461
Q2120873,Q10449
Q814060,Q634208
Q2167283,Q204919
Q1780068,Q5632
Q31831727,Q534172
Q534172,Q8191
Q1917207,Q12062
Q1767479,Q3912
Q31311947,Q32063106
Q32063106,Q6047
Q1790075,Q242572
Q1584222,Q6961
Q1417419,Q182938
Q1668814,Q1884
Q1568375,Q14953
Q1538519,Q3167
Q1418704,Q32276176
Q2141210,Q33725082
Q2247745,Q11046
Q1014578,Q503048
Q1523390,Q4048
Q32596069,Q32255425
Q2166846,Q2948
Q1417555,Q57769
Q1767603,Q583033
Q1672623,Q3004
Q1455742,Q10903
Q911220,Q32760839
Q18924524,Q10887
Q10728,Q164458
Q2597021,Q4074
Q1450978,Q8593
Q1310558,Q3750
Q1860916,Q32001070
Q56197823,Q32236705
Q1609838,Q596859
Q403464,Q435221
Q435221,Q10475
Q15051582,Q10459
Q902083,Q32759636
Q2492386,Q32627231
Q32627231,Q8195
Q1394822,Q558593
Q2581500,Q5758
Q1648953,Q11043
Q2259075,Q241761
Q1231093,Q7882
Q2380291,Q6961
Q1651506,Q505433
Q1981712,Q355456
Q355456,Q10454
Q2340611,Q240887
Q442439,Q32109419
Q1784766,Q11050
Q32843485,Q507854
Q1790972,Q12449
Q1362777,Q57731
Q1366985,Q10950
Q1758368,Q32127860
Q19834963,Q2885796
Q879119,Q254649
Q881631,Q3042
Q2138947,Q31877303
Q2327243,Q2865
Q817109,Q240887
Q798875,Q32752531
Q25158440,Q370074
Q1246869,Q4195
Q655947,Q32268691
Q2010543,Q11049
Q30106125,Q503128
Q542306,Q32067887
Q25158504,Q10410
Q15058217,Q10451
Q31910687,Q985
Q1520759,Q301932
Q437079,Q11126
Q2171814,Q355456
Q436637,Q32289914
Q32289914,Q8177
Q1974606,Q10777
Q1615581,Q32049041
Q32049041,Q5923
Q1935808,Q2769
Q41804686,Q502865
Q1896592,Q245438
Q20191080,Q552231
Q23560814,Q10420
Q2350688,Q182805
Q829778,Q53901
Q1570999,Q254649
Q28167777,Q163917
Q1571550,Q7036
Q18019365,Q31917803
Q31917803,Q8200
Q457813,Q8165
Q1631641,Q11136
Q15812913,Q10500
Q2236180,Q32680380
Q1602083,Q2871
Q461890,Q242572
Q1632371,Q502441
Q1310612,Q11050
Q17578814,Q32752729
Q1701402,Q31917795
Q48977665,Q32054613
Q1396319,Q14954
Q721274,Q552138
Q1917571,Q6115
Q1623756,Q985
Q27044179,Q32663340
Q1621722,Q10417
Q1824241,Q2975
Q1343060,Q10453
Q1270899,Q16046
Q1825825,Q6308
Q614790,Q504334
Q1814866,Q11047
Q1879656,Q11058
Q21197381,Q529010
Q1877609,Q32753791
Q1826159,Q11293
Q11293,Q11280
Q894381,Q204966
Q1483829,Q32068776
Q1330543,Q32391702
Q21296564,Q32067887
Q1555441,Q32513582
Q2563198,Q32123053
Q382412,Q640603
Q15812689,Q572535
Q1817596,Q6040
Q2147425,Q242149
Q26271354,Q32509619
Q48977906,Q515423
Q2582415,Q31902918
Q2035571,Q540743
Q2539105,Q31924068
Q1605396,Q31887930
Q1328503,Q628513
Q2466901,Q32472776
Q32472776,Q5927
Q31544214,Q199094
Q722401,Q32215540
Q2390512,Q242458
Q1241016,Q31875014
Q1739303,Q12449
Q35048076,Q507854
Q15056534,Q10449
Q1911981,Q11120
Q1825949,Q11047
Q151725,Q14833
Q19832556,Q627767
Q1300839,Q533535
Q16059688,Q8579
Q2549374,Q32612315
Q4840424,Q32021675
Q996601,Q32059840
Q35391866,Q985
Q31561618,Q32752523
Q879553,Q255416
Q1514479,Q10960
Q1980016,Q624835
Q437554,Q10958
Q1794430,Q11038
Q1456455,Q71151
Q1932241,Q5758
Q1345243,Q241761
Q176108,Q427153
Q2240719,Q671874
Q48616302,Q503169
Q9676,Q668
Q1778152,Q625348
Q1673238,Q10408
Q1270365,Q17124
Q1941012,Q33725082
Q1664703,Q11040
Q17517631,Q10408
Q1414992,Q14921
Q15056481,Q14903
Q4373411,Q8720
Q6501388,Q251678
Q2247935,Q11058
Q1514619,Q31898557
Q1738488,Q10454
Q28786219,Q61871
Q21203,Q29999
Q1402578,Q11058
Q16059945,Q8579
Q17353739,Q504019
Q1271518,Q506887
Q2450895,Q622858
Q2018791,Q53901
Q20825802,Q529164
Q1988256,Q183052
Q2350340,Q10453
Q814270,Q242572
Q2531417,Q32475796
Q28845197,Q504499
Q1258067,Q182805
Q1883859,Q6308
Q1232578,Q10442
Q131008,Q31928525
Q31928525,Q16645
Q1923800,Q6961
Q1812219,Q529745
Q741275,Q33730075
Q1605397,Q31969545
Q2245352,Q6136
Q1793327,Q31885009
Q1663654,Q503273
Q2433543,Q11058
Q2499313,Q32751938
Q1301351,Q31987624
Q8553268,Q5839
Q2133126,Q507639
Q1875430,Q269617
Q13188405,Q5897
Q1584889,Q204860
Q18028726,Q502934
Q153736,Q31917795
Q1283241,Q31998658
Q31998658,Q8223
Q737102,Q57951
Q1936329,Q10412
Q1321879,Q14817
Q15809434,Q32257409
Q890810,Q11040
Q2203131,Q10449
Q1531088,Q32290691
Q3534,Q32051501
Q15107842,Q32757316
Q32757316,Q5947
Q2094135,Q6837
Q1785369,Q2758
Q2011257,Q625232
Q23560270,Q10420
Q1444630,Q32285955
Q907144,Q10976
Q811538,Q11040
Q2265290,Q10777
Q876967,Q7084
Q162706,Q93248
Q1855990,Q10944
Q1536876,Q6715
Q881609,Q183483
Q187474,Q3963
Q1887756,Q60556
Q1433123,Q50889
Q1166427,Q31944710
Q19968111,Q7028
